Product,Reviewer,Review_Title,Review_Text,Review_Rating,Review_Date,Product_URL
"Safari Polypropylene Spinner Pentagon Pro 8 Wheels Set Of 3 (Cabin + Medium + Large) Trolley Bags, Hard Case, 360º Wheeling Luggage, Suitcase For Travel, Navy, 55, 65, 75 cm",Amar,N/A,N/A,,Reviewed in India on 18 April 2026,https://www.amazon.in/Safari-Pentagon-Polypropylene-Wheeling-Suitcase/dp/B097BFTPVH/ref=sr_1_12?sr=8-12
"Safari Polypropylene Spinner Pentagon Pro 8 Wheels Set Of 3 (Cabin + Medium + Large) Trolley Bags, Hard Case, 360º Wheeling Luggage, Suitcase For Travel, Navy, 55, 65, 75 cm",Swetha,N/A,N/A,,Reviewed in India on 14 April 2026,https://www.amazon.in/Safari-Pentagon-Polypropylene-Wheeling-Suitcase/dp/B097BFTPVH/ref=sr_1_12?sr=8-12
"Safari Polypropylene Spinner Pentagon Pro 8 Wheels Set Of 3 (Cabin + Medium + Large) Trolley Bags, Hard Case, 360º Wheeling Luggage, Suitcase For Travel, Navy, 55, 65, 75 cm",sindhu,N/A,N/A,,Reviewed in India on 8 March 2026,https://www.amazon.in/Safari-Pentagon-Polypropylene-Wheeling-Suitcase/dp/B097BFTPVH/ref=sr_1_12?sr=8-12
"Safari Medium Genius Alley 66cm Size Check-in Trolley Bag Hard Case Polypropylene, 4 Spinner Wheels, 360 Degree Wheeling Luggage, Travel Bag, Suitcase for Travel, Trolley Bags for Travel, Black",Dharmender Tiwari,N/A,N/A,,Reviewed in India on 20 April 2026,https://www.amazon.in/Safari-Trolley-Polypropylene-Wheeling-Suitcase/dp/B0F67L3Y72/ref=sr_1_13?sr=8-13
"Safari Medium Genius Alley 66cm Size Check-in Trolley Bag Hard Case Polypropylene, 4 Spinner Wheels, 360 Degree Wheeling Luggage, Travel Bag, Suitcase for Travel, Trolley Bags for Travel, Black",Excellent,N/A,N/A,,Reviewed in India on 28 April 2026,https://www.amazon.in/Safari-Trolley-Polypropylene-Wheeling-Suitcase/dp/B0F67L3Y72/ref=sr_1_13?sr=8-13
"Safari Medium Genius Alley 66cm Size Check-in Trolley Bag Hard Case Polypropylene, 4 Spinner Wheels, 360 Degree Wheeling Luggage, Travel Bag, Suitcase for Travel, Trolley Bags for Travel, Black",Ramakrishna gutam,N/A,N/A,,Reviewed in India on 28 April 2026,https://www.amazon.in/Safari-Trolley-Polypropylene-Wheeling-Suitcase/dp/B0F67L3Y72/ref=sr_1_13?sr=8-13
"Safari Medium Genius Alley 66cm Size Check-in Trolley Bag Hard Case Polypropylene, 4 Spinner Wheels, 360 Degree Wheeling Luggage, Travel Bag, Suitcase for Travel, Trolley Bags for Travel, Black",AishS,N/A,N/A,,Reviewed in India on 19 March 2026,https://www.amazon.in/Safari-Trolley-Polypropylene-Wheeling-Suitcase/dp/B0F67L3Y72/ref=sr_1_13?sr=8-13
"Safari Medium Genius Alley 66cm Size Check-in Trolley Bag Hard Case Polypropylene, 4 Spinner Wheels, 360 Degree Wheeling Luggage, Travel Bag, Suitcase for Travel, Trolley Bags for Travel, Black",Nimish Singhal,N/A,N/A,,Reviewed in India on 23 March 2026,https://www.amazon.in/Safari-Trolley-Polypropylene-Wheeling-Suitcase/dp/B0F67L3Y72/ref=sr_1_13?sr=8-13
"Safari Medium Genius Alley 66cm Size Check-in Trolley Bag Hard Case Polypropylene, 4 Spinner Wheels, 360 Degree Wheeling Luggage, Travel Bag, Suitcase for Travel, Trolley Bags for Travel, Black",KAVIGANESH.E,N/A,N/A,,Reviewed in India on 13 April 2026,https://www.amazon.in/Safari-Trolley-Polypropylene-Wheeling-Suitcase/dp/B0F67L3Y72/ref=sr_1_13?sr=8-13
"Safari Medium Genius Alley 66cm Size Check-in Trolley Bag Hard Case Polypropylene, 4 Spinner Wheels, 360 Degree Wheeling Luggage, Travel Bag, Suitcase for Travel, Trolley Bags for Travel, Black",Pardeep Mandora,N/A,N/A,,Reviewed in India on 17 April 2026,https://www.amazon.in/Safari-Trolley-Polypropylene-Wheeling-Suitcase/dp/B0F67L3Y72/ref=sr_1_13?sr=8-13
"Safari Medium Genius Alley 66cm Size Check-in Trolley Bag Hard Case Polypropylene, 4 Spinner Wheels, 360 Degree Wheeling Luggage, Travel Bag, Suitcase for Travel, Trolley Bags for Travel, Black",Lucky Yadav,N/A,N/A,,Reviewed in India on 12 April 2026,https://www.amazon.in/Safari-Trolley-Polypropylene-Wheeling-Suitcase/dp/B0F67L3Y72/ref=sr_1_13?sr=8-13
"Safari Pentagon Pro 8 Wheels Set of 3 (Cabin + Medium + Large) Trolley Bags, Hard Case Polypropylene, 360º Wheeling Luggage, Suitcase for Travel, Cyan, Spinner Wheels",Mohammad Muzammil,Value of money.. good product,Nyc product value of money 😁,,Reviewed in India on 28 April 2026,https://www.amazon.in/Safari-Pentagon-Polypropylene-Wheeling-Suitcase/dp/B097BDYZ26/ref=sr_1_10?sr=8-10
"Safari Pentagon Pro 8 Wheels Set of 3 (Cabin + Medium + Large) Trolley Bags, Hard Case Polypropylene, 360º Wheeling Luggage, Suitcase for Travel, Cyan, Spinner Wheels",Priyanshu Jha,"Sturdy, Stylish & Value for Money","The bag quality is really good and feels sturdy. The outer shell is strong, the design looks premium, and the wheels move smoothly overall. Size and storage are perfect for travel, and the finish is neat and classy.

The only reason for giving 4 stars instead of 5 is that there are minor scratches on the wheels, likely due to handling or drop point during delivery. It doesn’t affect functionality at all, but worth mentioning.

Overall, a great product at this price, durable and worth buying. Highly recommended for frequent travellers.",,Reviewed in India on 21 January 2026,https://www.amazon.in/Safari-Pentagon-Polypropylene-Wheeling-Suitcase/dp/B097BDYZ26/ref=sr_1_10?sr=8-10
"Safari Pentagon Pro 8 Wheels Set of 3 (Cabin + Medium + Large) Trolley Bags, Hard Case Polypropylene, 360º Wheeling Luggage, Suitcase for Travel, Cyan, Spinner Wheels",Gitika R.,"The big one may get some scratches, I think because of shipping, otherwise everything is top notch",Quality seems nice 👍🏻,,Reviewed in India on 28 April 2026,https://www.amazon.in/Safari-Pentagon-Polypropylene-Wheeling-Suitcase/dp/B097BDYZ26/ref=sr_1_10?sr=8-10
"Safari Pentagon Pro 8 Wheels Set of 3 (Cabin + Medium + Large) Trolley Bags, Hard Case Polypropylene, 360º Wheeling Luggage, Suitcase for Travel, Cyan, Spinner Wheels",Punith .D,Quality is good.,"It's really very good and worth the money, also the key to zip is 000 , and that is given inside the bag, how can one see it without opening it , so please give it outside the bag.",,Reviewed in India on 7 April 2026,https://www.amazon.in/Safari-Pentagon-Polypropylene-Wheeling-Suitcase/dp/B097BDYZ26/ref=sr_1_10?sr=8-10
"Safari Pentagon Pro 8 Wheels Set of 3 (Cabin + Medium + Large) Trolley Bags, Hard Case Polypropylene, 360º Wheeling Luggage, Suitcase for Travel, Cyan, Spinner Wheels",Dheeraj kumar shukla,Wheel quality issue,Quality of product is good however i am not satisfied with the wheel quality and handle is also not strong enough,,Reviewed in India on 21 April 2026,https://www.amazon.in/Safari-Pentagon-Polypropylene-Wheeling-Suitcase/dp/B097BDYZ26/ref=sr_1_10?sr=8-10
"Safari Pentagon Pro 8 Wheels Set of 3 (Cabin + Medium + Large) Trolley Bags, Hard Case Polypropylene, 360º Wheeling Luggage, Suitcase for Travel, Cyan, Spinner Wheels",Amar,"Volum is good, Chain can be better.","I have 4 year old 2 AT bags, the chain of which is still very smooth and perfectly working. On contrary safari chain has poor quality. Plastic body easily got scratched. Size is good so fits more stuffs that AT in same size category.",,Reviewed in India on 18 April 2026,https://www.amazon.in/Safari-Pentagon-Polypropylene-Wheeling-Suitcase/dp/B097BDYZ26/ref=sr_1_10?sr=8-10
"Safari Pentagon Pro 8 Wheels Set of 3 (Cabin + Medium + Large) Trolley Bags, Hard Case Polypropylene, 360º Wheeling Luggage, Suitcase for Travel, Cyan, Spinner Wheels",Swetha,Value for money,"I’ve got the trolley for 1700, and it’s a great deal to have the trolley in the vanity. Great stutdy suitcase.",,Reviewed in India on 14 April 2026,https://www.amazon.in/Safari-Pentagon-Polypropylene-Wheeling-Suitcase/dp/B097BDYZ26/ref=sr_1_10?sr=8-10
"Safari Pentagon Pro 8 Wheels Set of 3 (Cabin + Medium + Large) Trolley Bags, Hard Case Polypropylene, 360º Wheeling Luggage, Suitcase for Travel, Cyan, Spinner Wheels",sindhu,Good but lock is little troublesome,So far it was good. But on my recent trip to tirupati the lock didn't open i had to try some youtube hack and open it.,,Reviewed in India on 8 March 2026,https://www.amazon.in/Safari-Pentagon-Polypropylene-Wheeling-Suitcase/dp/B097BDYZ26/ref=sr_1_10?sr=8-10
"Skybags Cabin Paratrip Hardshell Luggage (55 Cm) | Polypropylene Luggage 4 Wheel Inline Trolley Bag with 8 Wheels | Bumblebee | Unisex, Small, Yellow",Janvi,Very much satisfied product 😍😍,Very good quality product as it is very worth but little price should have decrease it .Colour was so pretty matching and well packed.👌✨✨💜💜4/5,,Reviewed in India on 8 March 2026,https://www.amazon.in/Skybags-Paratrip-Hardshell-Polypropylene-Bumblebee/dp/B0CPSSB4BN/ref=sr_1_6?sr=8-6
"Skybags Cabin Paratrip Hardshell Luggage (55 Cm) | Polypropylene Luggage 4 Wheel Inline Trolley Bag with 8 Wheels | Bumblebee | Unisex, Small, Yellow",Sowmiya,Looks good worth for money,Good product,,Reviewed in India on 3 April 2026,https://www.amazon.in/Skybags-Paratrip-Hardshell-Polypropylene-Bumblebee/dp/B0CPSSB4BN/ref=sr_1_6?sr=8-6
"Skybags Cabin Paratrip Hardshell Luggage (55 Cm) | Polypropylene Luggage 4 Wheel Inline Trolley Bag with 8 Wheels | Bumblebee | Unisex, Small, Yellow",furqan kaleem,Cool stroller,Very nice and easy to use...,,Reviewed in India on 20 March 2026,https://www.amazon.in/Skybags-Paratrip-Hardshell-Polypropylene-Bumblebee/dp/B0CPSSB4BN/ref=sr_1_6?sr=8-6
"Skybags Cabin Paratrip Hardshell Luggage (55 Cm) | Polypropylene Luggage 4 Wheel Inline Trolley Bag with 8 Wheels | Bumblebee | Unisex, Small, Yellow",Ramya Lijin,Quality Awesome,"Cute and handy, suitable for short trips, space shortage is the only drawback. Quality is perfect, good finishing and looks great.",,Reviewed in India on 12 December 2025,https://www.amazon.in/Skybags-Paratrip-Hardshell-Polypropylene-Bumblebee/dp/B0CPSSB4BN/ref=sr_1_6?sr=8-6
"Skybags Cabin Paratrip Hardshell Luggage (55 Cm) | Polypropylene Luggage 4 Wheel Inline Trolley Bag with 8 Wheels | Bumblebee | Unisex, Small, Yellow",Priya,Good,Good product,,Reviewed in India on 28 April 2026,https://www.amazon.in/Skybags-Paratrip-Hardshell-Polypropylene-Bumblebee/dp/B0CPSSB4BN/ref=sr_1_6?sr=8-6
"Skybags Cabin Paratrip Hardshell Luggage (55 Cm) | Polypropylene Luggage 4 Wheel Inline Trolley Bag with 8 Wheels | Bumblebee | Unisex, Small, Yellow",Radha V Gopal,Beautiful ❤️,It's beautiful... I loved it,,Reviewed in India on 7 February 2026,https://www.amazon.in/Skybags-Paratrip-Hardshell-Polypropylene-Bumblebee/dp/B0CPSSB4BN/ref=sr_1_6?sr=8-6
"Skybags Cabin Paratrip Hardshell Luggage (55 Cm) | Polypropylene Luggage 4 Wheel Inline Trolley Bag with 8 Wheels | Bumblebee | Unisex, Small, Yellow",Amazon Customer,So cute,"Very colorful and stylish trolley bag,, but the material is not very sturdy. Best for light travel.",,Reviewed in India on 6 March 2026,https://www.amazon.in/Skybags-Paratrip-Hardshell-Polypropylene-Bumblebee/dp/B0CPSSB4BN/ref=sr_1_6?sr=8-6
"Skybags Cabin Paratrip Hardshell Luggage (55 Cm) | Polypropylene Luggage 4 Wheel Inline Trolley Bag with 8 Wheels | Bumblebee | Unisex, Small, Yellow",Selvamani,Bad product,"Bad quality, don't go for it.",,Reviewed in India on 19 April 2026,https://www.amazon.in/Skybags-Paratrip-Hardshell-Polypropylene-Bumblebee/dp/B0CPSSB4BN/ref=sr_1_6?sr=8-6
"Skybags Splash Trolley Bag 55, 65 & 75cm | Cabin, Check-in | Printed Hard Luggage | Smooth 8-Wheel Suitcase | Combination Lock with Sturdy Zipper | 5 Years International Warranty - Unisex",Devesh Shukla,Quality and durable product,Good quality and durabiliy,,Reviewed in India on 20 July 2025,https://www.amazon.in/Skybags-Suitcase-Combination-International-Warranty/dp/B0G6DKGRC7/ref=sr_1_7?sr=8-7&psc=1
"Skybags Splash Trolley Bag 55, 65 & 75cm | Cabin, Check-in | Printed Hard Luggage | Smooth 8-Wheel Suitcase | Combination Lock with Sturdy Zipper | 5 Years International Warranty - Unisex",Sujeer Advocate Ponnani,Good,Good,,Reviewed in India on 2 January 2026,https://www.amazon.in/Skybags-Suitcase-Combination-International-Warranty/dp/B0G6DKGRC7/ref=sr_1_7?sr=8-7&psc=1
"Skybags Splash Trolley Bag 55, 65 & 75cm | Cabin, Check-in | Printed Hard Luggage | Smooth 8-Wheel Suitcase | Combination Lock with Sturdy Zipper | 5 Years International Warranty - Unisex",Amazon Customer,Longer life,After 1 years used its good quality,,Reviewed in India on 27 April 2026,https://www.amazon.in/Skybags-Suitcase-Combination-International-Warranty/dp/B0G6DKGRC7/ref=sr_1_7?sr=8-7&psc=1
"Skybags Splash Trolley Bag 55, 65 & 75cm | Cabin, Check-in | Printed Hard Luggage | Smooth 8-Wheel Suitcase | Combination Lock with Sturdy Zipper | 5 Years International Warranty - Unisex",Leo annu thakur,Satisfied,Very nice product received zipper quality superb scratch resistant and good for one week travelling,,Reviewed in India on 5 May 2025,https://www.amazon.in/Skybags-Suitcase-Combination-International-Warranty/dp/B0G6DKGRC7/ref=sr_1_7?sr=8-7&psc=1
"Skybags Splash Trolley Bag 55, 65 & 75cm | Cabin, Check-in | Printed Hard Luggage | Smooth 8-Wheel Suitcase | Combination Lock with Sturdy Zipper | 5 Years International Warranty - Unisex",Anudrutta,Definitely worth the price!,"It's lightweight. Can easily carry two weeks of clothes (and I'm talking about woolens, jackets, camera, toiletries and what not). Wheels are super smooth and a different color to easily spot from the baggage counter.

The handles are strong; and the zip works perfectly fine (take it from someone who used it for three weeks continuously).

Outer cover is tough, i.e. won't get dented or scratched easily; but picks up grease. So will have to clean.

It's small - so would recommend for folks who like to travel reasonably light.",,Reviewed in India on 15 January 2022,https://www.amazon.in/Skybags-Suitcase-Combination-International-Warranty/dp/B0G6DKGRC7/ref=sr_1_7?sr=8-7&psc=1
"Skybags Splash Trolley Bag 55, 65 & 75cm | Cabin, Check-in | Printed Hard Luggage | Smooth 8-Wheel Suitcase | Combination Lock with Sturdy Zipper | 5 Years International Warranty - Unisex",Customer..,Nice product,"Good quality and received in good condition, spacious, sturdy and easy to carry.",,Reviewed in India on 21 May 2024,https://www.amazon.in/Skybags-Suitcase-Combination-International-Warranty/dp/B0G6DKGRC7/ref=sr_1_7?sr=8-7&psc=1
"Skybags Splash Trolley Bag 55, 65 & 75cm | Cabin, Check-in | Printed Hard Luggage | Smooth 8-Wheel Suitcase | Combination Lock with Sturdy Zipper | 5 Years International Warranty - Unisex",Deepak kumar,Poor quality,This trolley bag quality is very poor I don't suggest any person to buy this trolley bag,,Reviewed in India on 7 October 2025,https://www.amazon.in/Skybags-Suitcase-Combination-International-Warranty/dp/B0G6DKGRC7/ref=sr_1_7?sr=8-7&psc=1
"Skybags Splash Trolley Bag 55, 65 & 75cm | Cabin, Check-in | Printed Hard Luggage | Smooth 8-Wheel Suitcase | Combination Lock with Sturdy Zipper | 5 Years International Warranty - Unisex",Krish,Nice look,Good,,Reviewed in India on 29 January 2026,https://www.amazon.in/Skybags-Suitcase-Combination-International-Warranty/dp/B0G6DKGRC7/ref=sr_1_7?sr=8-7&psc=1
Skybags Cabin Paratrip Hard Luggage (55 cm) | Polypropylene Luggage Trolley with 8 Spinner Wheels| Purple Oppulence | Unisex,Janvi,Very much satisfied product 😍😍,Very good quality product as it is very worth but little price should have decrease it .Colour was so pretty matching and well packed.👌✨✨💜💜4/5,,Reviewed in India on 8 March 2026,https://www.amazon.in/Skybags-Paratrip-Luggage-Polypropylene-Oppulence/dp/B0CPSW5WJ5/ref=sr_1_8?sr=8-8
Skybags Cabin Paratrip Hard Luggage (55 cm) | Polypropylene Luggage Trolley with 8 Spinner Wheels| Purple Oppulence | Unisex,Sowmiya,Looks good worth for money,Good product,,Reviewed in India on 3 April 2026,https://www.amazon.in/Skybags-Paratrip-Luggage-Polypropylene-Oppulence/dp/B0CPSW5WJ5/ref=sr_1_8?sr=8-8
Skybags Cabin Paratrip Hard Luggage (55 cm) | Polypropylene Luggage Trolley with 8 Spinner Wheels| Purple Oppulence | Unisex,furqan kaleem,Cool stroller,Very nice and easy to use...,,Reviewed in India on 20 March 2026,https://www.amazon.in/Skybags-Paratrip-Luggage-Polypropylene-Oppulence/dp/B0CPSW5WJ5/ref=sr_1_8?sr=8-8
Skybags Cabin Paratrip Hard Luggage (55 cm) | Polypropylene Luggage Trolley with 8 Spinner Wheels| Purple Oppulence | Unisex,Ramya Lijin,Quality Awesome,"Cute and handy, suitable for short trips, space shortage is the only drawback. Quality is perfect, good finishing and looks great.",,Reviewed in India on 12 December 2025,https://www.amazon.in/Skybags-Paratrip-Luggage-Polypropylene-Oppulence/dp/B0CPSW5WJ5/ref=sr_1_8?sr=8-8
Skybags Cabin Paratrip Hard Luggage (55 cm) | Polypropylene Luggage Trolley with 8 Spinner Wheels| Purple Oppulence | Unisex,Priya,Good,Good product,,Reviewed in India on 28 April 2026,https://www.amazon.in/Skybags-Paratrip-Luggage-Polypropylene-Oppulence/dp/B0CPSW5WJ5/ref=sr_1_8?sr=8-8
Skybags Cabin Paratrip Hard Luggage (55 cm) | Polypropylene Luggage Trolley with 8 Spinner Wheels| Purple Oppulence | Unisex,Radha V Gopal,Beautiful ❤️,It's beautiful... I loved it,,Reviewed in India on 7 February 2026,https://www.amazon.in/Skybags-Paratrip-Luggage-Polypropylene-Oppulence/dp/B0CPSW5WJ5/ref=sr_1_8?sr=8-8
Skybags Cabin Paratrip Hard Luggage (55 cm) | Polypropylene Luggage Trolley with 8 Spinner Wheels| Purple Oppulence | Unisex,Amazon Customer,So cute,"Very colorful and stylish trolley bag,, but the material is not very sturdy. Best for light travel.",,Reviewed in India on 6 March 2026,https://www.amazon.in/Skybags-Paratrip-Luggage-Polypropylene-Oppulence/dp/B0CPSW5WJ5/ref=sr_1_8?sr=8-8
Skybags Cabin Paratrip Hard Luggage (55 cm) | Polypropylene Luggage Trolley with 8 Spinner Wheels| Purple Oppulence | Unisex,Selvamani,Bad product,"Bad quality, don't go for it.",,Reviewed in India on 19 April 2026,https://www.amazon.in/Skybags-Paratrip-Luggage-Polypropylene-Oppulence/dp/B0CPSW5WJ5/ref=sr_1_8?sr=8-8
"Skybags Cabin Trooper 55 Cms Small Abs Hardshellsided 4 Wheels Spinner Printed Luggage/Inline Suitcase/Trolley Back (Pale Green), Large",Aparna,good product,good product,,Reviewed in India on 16 April 2026,https://www.amazon.in/Skybags-Trooper-Hardsided-Spinner-Suitcase/dp/B0C8ZFXCB6/ref=sr_1_9?sr=8-9
"Skybags Cabin Trooper 55 Cms Small Abs Hardshellsided 4 Wheels Spinner Printed Luggage/Inline Suitcase/Trolley Back (Pale Green), Large",Pankaj,Good Product,Very sturdy product but faced problem with lock.,,Reviewed in India on 25 January 2026,https://www.amazon.in/Skybags-Trooper-Hardsided-Spinner-Suitcase/dp/B0C8ZFXCB6/ref=sr_1_9?sr=8-9
"Skybags Cabin Trooper 55 Cms Small Abs Hardshellsided 4 Wheels Spinner Printed Luggage/Inline Suitcase/Trolley Back (Pale Green), Large",Gopi Kishan srivastava,Best,"Perfect Fit & Design: Fits my top load washing machine perfectly — snug and secure without being too tight. The zipper openings make it easy to use the lid without removing the cover.
✅ High-Quality Material: Made of durable, thick fabric that feels premium. It’s waterproof and dustproof — ideal for protecting the machine from rain, dust, sun, and pollution.
✅ Easy to Clean: Just wipe with a damp cloth — no special care needed!
✅ Looks Great: The sleek and modern design blends well with my laundry area.
✅ Value for Money: Excellent quality at this price range — definitely worth it.",,Reviewed in India on 28 January 2026,https://www.amazon.in/Skybags-Trooper-Hardsided-Spinner-Suitcase/dp/B0C8ZFXCB6/ref=sr_1_9?sr=8-9
"Skybags Cabin Trooper 55 Cms Small Abs Hardshellsided 4 Wheels Spinner Printed Luggage/Inline Suitcase/Trolley Back (Pale Green), Large",BIKASH KUMAR ROUT,Good Product.,Good Product.,,Reviewed in India on 11 April 2026,https://www.amazon.in/Skybags-Trooper-Hardsided-Spinner-Suitcase/dp/B0C8ZFXCB6/ref=sr_1_9?sr=8-9
"Skybags Cabin Trooper 55 Cms Small Abs Hardshellsided 4 Wheels Spinner Printed Luggage/Inline Suitcase/Trolley Back (Pale Green), Large",OP MOHAN,Worst Product,Very thin plastic quality of product. Quality is so poor and price is high,,Reviewed in India on 23 April 2026,https://www.amazon.in/Skybags-Trooper-Hardsided-Spinner-Suitcase/dp/B0C8ZFXCB6/ref=sr_1_9?sr=8-9
"Skybags Cabin Trooper 55 Cms Small Abs Hardshellsided 4 Wheels Spinner Printed Luggage/Inline Suitcase/Trolley Back (Pale Green), Large",Anku,"Medium size is very spacious, near about 2 feet long without wheels and 1.5 feet wide","Colour nd look wise awsmm , material is bit flexible so no idea about durability, all over classy",,Reviewed in India on 2 April 2026,https://www.amazon.in/Skybags-Trooper-Hardsided-Spinner-Suitcase/dp/B0C8ZFXCB6/ref=sr_1_9?sr=8-9
"Skybags Cabin Trooper 55 Cms Small Abs Hardshellsided 4 Wheels Spinner Printed Luggage/Inline Suitcase/Trolley Back (Pale Green), Large",Vizayieto Zao,Bad quality plastic handle,Not upto expectations. The handle is not that good.,,Reviewed in India on 23 February 2026,https://www.amazon.in/Skybags-Trooper-Hardsided-Spinner-Suitcase/dp/B0C8ZFXCB6/ref=sr_1_9?sr=8-9
"Skybags Cabin Trooper 55 Cms Small Abs Hardshellsided 4 Wheels Spinner Printed Luggage/Inline Suitcase/Trolley Back (Pale Green), Large",Ananya Rahaman,Quality,Good,,Reviewed in India on 31 March 2026,https://www.amazon.in/Skybags-Trooper-Hardsided-Spinner-Suitcase/dp/B0C8ZFXCB6/ref=sr_1_9?sr=8-9
Skybags Lush Medium Size Hard Polycarbonate Polypropylene Spinner Luggage (81cm)|Printed Luggage Trolley with 8 Wheels and TSA Lock|Green-Blue|Unisex,Sonu rathore,N/A,N/A,,Reviewed in India on 8 April 2026,https://www.amazon.in/Skybags-Luggage-Printed-Trolley-Green-Blue/dp/B0FQ2X816Z/ref=sr_1_17?sr=8-17
Skybags Lush Medium Size Hard Polycarbonate Polypropylene Spinner Luggage (81cm)|Printed Luggage Trolley with 8 Wheels and TSA Lock|Green-Blue|Unisex,Neha roy,N/A,N/A,,Reviewed in India on 21 January 2026,https://www.amazon.in/Skybags-Luggage-Printed-Trolley-Green-Blue/dp/B0FQ2X816Z/ref=sr_1_17?sr=8-17
Skybags Lush Medium Size Hard Polycarbonate Polypropylene Spinner Luggage (81cm)|Printed Luggage Trolley with 8 Wheels and TSA Lock|Green-Blue|Unisex,Hema,N/A,N/A,,Reviewed in India on 12 March 2026,https://www.amazon.in/Skybags-Luggage-Printed-Trolley-Green-Blue/dp/B0FQ2X816Z/ref=sr_1_17?sr=8-17
Skybags Lush Medium Size Hard Polycarbonate Polypropylene Spinner Luggage (81cm)|Printed Luggage Trolley with 8 Wheels and TSA Lock|Green-Blue|Unisex,AMU,N/A,N/A,,Reviewed in India on 16 April 2026,https://www.amazon.in/Skybags-Luggage-Printed-Trolley-Green-Blue/dp/B0FQ2X816Z/ref=sr_1_17?sr=8-17
Skybags Lush Medium Size Hard Polycarbonate Polypropylene Spinner Luggage (81cm)|Printed Luggage Trolley with 8 Wheels and TSA Lock|Green-Blue|Unisex,Ajeet rana,N/A,N/A,,Reviewed in India on 17 April 2026,https://www.amazon.in/Skybags-Luggage-Printed-Trolley-Green-Blue/dp/B0FQ2X816Z/ref=sr_1_17?sr=8-17
Skybags Lush Medium Size Hard Polycarbonate Polypropylene Spinner Luggage (81cm)|Printed Luggage Trolley with 8 Wheels and TSA Lock|Green-Blue|Unisex,Suleman Khan,N/A,N/A,,Reviewed in India on 2 December 2025,https://www.amazon.in/Skybags-Luggage-Printed-Trolley-Green-Blue/dp/B0FQ2X816Z/ref=sr_1_17?sr=8-17
Skybags Lush Medium Size Hard Polycarbonate Polypropylene Spinner Luggage (81cm)|Printed Luggage Trolley with 8 Wheels and TSA Lock|Green-Blue|Unisex,Amazon Customer,N/A,N/A,,Reviewed in India on 24 April 2026,https://www.amazon.in/Skybags-Luggage-Printed-Trolley-Green-Blue/dp/B0FQ2X816Z/ref=sr_1_17?sr=8-17
Skybags Lush Medium Size Hard Polycarbonate Polypropylene Spinner Luggage (81cm)|Printed Luggage Trolley with 8 Wheels and TSA Lock|Green-Blue|Unisex,Akash,N/A,N/A,,Reviewed in India on 20 March 2026,https://www.amazon.in/Skybags-Luggage-Printed-Trolley-Green-Blue/dp/B0FQ2X816Z/ref=sr_1_17?sr=8-17
"American Tourister Cabin Trolley Bag for Travel | Upland Spinner 55 Cms Polypropylene Hardsided Small Luggage Bag | 4 Wheel Suitcase for Travel | Trolley Bag for Travelling, Black",leelasai thummalapalli,Quality is good but drag handle is little sensitive,Looks good worthit and also comes with water resistant for this trolly. Light weight. Design is good Matte feels occurs less scratchs.,,Reviewed in India on 16 January 2026,https://www.amazon.in/American-Tourister-Upland-Trolly-Black/dp/B07Z417Y94/ref=sr_1_5?sr=8-5
"American Tourister Cabin Trolley Bag for Travel | Upland Spinner 55 Cms Polypropylene Hardsided Small Luggage Bag | 4 Wheel Suitcase for Travel | Trolley Bag for Travelling, Black",Yash kadam,Good but not strong but okay,Good and stylish matte black colour but handle is little bit thin not feel strong otherwise product is good at this price range,,Reviewed in India on 12 March 2026,https://www.amazon.in/American-Tourister-Upland-Trolly-Black/dp/B07Z417Y94/ref=sr_1_5?sr=8-5
"American Tourister Cabin Trolley Bag for Travel | Upland Spinner 55 Cms Polypropylene Hardsided Small Luggage Bag | 4 Wheel Suitcase for Travel | Trolley Bag for Travelling, Black",Aruna Shankar,Great pick,"Very good, strong & sturdy .However colour didn't match like what was in the display. Definitely recommend",,Reviewed in India on 1 December 2025,https://www.amazon.in/American-Tourister-Upland-Trolly-Black/dp/B07Z417Y94/ref=sr_1_5?sr=8-5
"American Tourister Cabin Trolley Bag for Travel | Upland Spinner 55 Cms Polypropylene Hardsided Small Luggage Bag | 4 Wheel Suitcase for Travel | Trolley Bag for Travelling, Black",Aniket Padman,Good Product,Good product,,Reviewed in India on 2 January 2026,https://www.amazon.in/American-Tourister-Upland-Trolly-Black/dp/B07Z417Y94/ref=sr_1_5?sr=8-5
"American Tourister Cabin Trolley Bag for Travel | Upland Spinner 55 Cms Polypropylene Hardsided Small Luggage Bag | 4 Wheel Suitcase for Travel | Trolley Bag for Travelling, Black",Suresh Manne,A trusted brand with quality product,"I have a positive feedback on American Tourister trolleys, they are of good quality one, so is the price little higher side.",,Reviewed in India on 12 November 2025,https://www.amazon.in/American-Tourister-Upland-Trolly-Black/dp/B07Z417Y94/ref=sr_1_5?sr=8-5
"American Tourister Cabin Trolley Bag for Travel | Upland Spinner 55 Cms Polypropylene Hardsided Small Luggage Bag | 4 Wheel Suitcase for Travel | Trolley Bag for Travelling, Black",Shyam Sundar,Return is not done,The item was small and poor quality. Have immediately initiated return on the same day of delivery (18th mar 2026) but it is neither picked up nor money is refunded.,,Reviewed in India on 24 March 2026,https://www.amazon.in/American-Tourister-Upland-Trolly-Black/dp/B07Z417Y94/ref=sr_1_5?sr=8-5
